Complaint,Category,Date,Sentiment,Topic
The delivery was difficult to navigate but eventually got resolved.,Technical,2/22/24,Negative,3
The billing was not up to the mark and I expected better service.,Product,1/21/24,Positive,1
The billing was not up to the mark although the agent was polite.,Product,3/30/24,Neutral,0
The product quality kept crashing which disappointed me.,Billing,1/26/24,Negative,2
The app took too long to complete but I appreciate the follow-up.,Billing,2/20/24,Positive,3
The app kept crashing which disappointed me.,Technical,4/18/24,Negative,3
The website was slower than expected but I appreciate the follow-up.,Customer Service,6/28/24,Negative,1
The website did not respond on time although the agent was polite.,Billing,3/20/24,Neutral,1
The refund process was difficult to navigate but eventually got resolved.,Technical,3/18/24,Negative,3
The delivery was slower than expected although the agent was polite.,Delivery,5/21/24,Negative,1
The app was slower than expected although the agent was polite.,Customer Service,2/11/24,Negative,1
The billing was difficult to navigate and I expected better service.,Delivery,5/30/24,Negative,1
The product quality was slower than expected but eventually got resolved.,Technical,2/6/24,Negative,3
The customer support was slower than expected which disappointed me.,Technical,2/7/24,Negative,1
The customer support was slower than expected but eventually got resolved.,Technical,5/13/24,Negative,3
The delivery did not respond on time and this needs improvement.,Customer Service,4/15/24,Neutral,1
The billing was slower than expected but I appreciate the follow-up.,Product,2/16/24,Negative,0
The refund process had unexpected charges although the agent was polite.,Technical,3/15/24,Positive,0
The customer support was slower than expected although the agent was polite.,Product,3/1/24,Negative,0
The app took too long to complete which disappointed me.,Delivery,3/8/24,Negative,3
The customer support did not respond on time and this needs improvement.,Delivery,2/23/24,Neutral,1
The delivery was slower than expected and this needs improvement.,Customer Service,4/16/24,Negative,2
The app was not up to the mark but I appreciate the follow-up.,Billing,3/9/24,Neutral,0
The app took too long to complete but eventually got resolved.,Customer Service,4/17/24,Positive,3
The product quality did not respond on time and it was quite frustrating.,Product,4/22/24,Negative,2
The website was not up to the mark but eventually got resolved.,Billing,1/17/24,Neutral,3
The app took too long to complete and I expected better service.,Technical,1/13/24,Positive,1
The refund process took too long to complete but eventually got resolved.,Delivery,1/19/24,Positive,3
The billing kept crashing but eventually got resolved.,Delivery,5/8/24,Neutral,3
The billing was not up to the mark but I appreciate the follow-up.,Delivery,5/25/24,Neutral,0
The delivery was difficult to navigate and this needs improvement.,Billing,2/25/24,Negative,2
The website did not respond on time and it was quite frustrating.,Technical,4/6/24,Negative,1
The customer support had unexpected charges but eventually got resolved.,Product,4/10/24,Positive,3
The website kept crashing and it was quite frustrating.,Delivery,5/21/24,Negative,2
The refund process had unexpected charges but eventually got resolved.,Billing,5/13/24,Positive,3
The refund process had unexpected charges which disappointed me.,Product,2/3/24,Negative,0
The app did not respond on time but I appreciate the follow-up.,Billing,4/16/24,Neutral,1
The customer support took too long to complete and I expected better service.,Billing,3/14/24,Positive,3
The app kept crashing and I expected better service.,Billing,1/30/24,Positive,1
The product quality had unexpected charges although the agent was polite.,Technical,6/20/24,Positive,0
The delivery kept crashing but eventually got resolved.,Customer Service,1/21/24,Neutral,3
The refund process was slower than expected and this needs improvement.,Technical,5/20/24,Negative,1
The website was not up to the mark although the agent was polite.,Customer Service,4/1/24,Neutral,0
The delivery kept crashing and it was quite frustrating.,Delivery,1/9/24,Negative,2
The delivery did not respond on time but I appreciate the follow-up.,Technical,6/15/24,Neutral,1
The customer support took too long to complete but I appreciate the follow-up.,Customer Service,6/5/24,Positive,0
The product quality took too long to complete although the agent was polite.,Product,6/25/24,Positive,0
The refund process kept crashing although the agent was polite.,Technical,6/10/24,Neutral,0
The billing took too long to complete but eventually got resolved.,Delivery,1/12/24,Positive,3
The customer support was slower than expected and I expected better service.,Technical,6/16/24,Positive,1
The product quality took too long to complete which disappointed me.,Customer Service,3/8/24,Negative,3
The app was slower than expected and it was quite frustrating.,Technical,5/9/24,Negative,1
The delivery was not up to the mark and it was quite frustrating.,Technical,3/7/24,Negative,2
The customer support took too long to complete which disappointed me.,Billing,1/5/24,Negative,3
The delivery was slower than expected and I expected better service.,Product,4/16/24,Positive,1
The product quality had unexpected charges but I appreciate the follow-up.,Billing,5/14/24,Positive,0
The delivery kept crashing and this needs improvement.,Customer Service,1/29/24,Neutral,2
The delivery was slower than expected and this needs improvement.,Product,6/9/24,Negative,2
The refund process took too long to complete and this needs improvement.,Customer Service,1/1/24,Positive,3
The refund process had unexpected charges and I expected better service.,Delivery,2/17/24,Positive,1
The app had unexpected charges and this needs improvement.,Product,3/5/24,Positive,2
The product quality kept crashing although the agent was polite.,Delivery,5/31/24,Neutral,0
The product quality had unexpected charges and it was quite frustrating.,Product,5/25/24,Negative,2
The product quality was not up to the mark and I expected better service.,Delivery,5/5/24,Positive,1
The billing was not up to the mark and it was quite frustrating.,Customer Service,6/6/24,Negative,2
The delivery was difficult to navigate and it was quite frustrating.,Technical,4/15/24,Negative,2
The billing did not respond on time which disappointed me.,Product,6/25/24,Negative,1
The website had unexpected charges but I appreciate the follow-up.,Technical,2/6/24,Positive,0
The website kept crashing but eventually got resolved.,Customer Service,6/29/24,Neutral,3
The billing was slower than expected but eventually got resolved.,Delivery,2/21/24,Negative,3
The billing was not up to the mark and this needs improvement.,Technical,2/24/24,Neutral,2
The product quality had unexpected charges but I appreciate the follow-up.,Product,3/24/24,Positive,0
The delivery had unexpected charges but I appreciate the follow-up.,Delivery,3/16/24,Positive,0
The website had unexpected charges although the agent was polite.,Product,6/11/24,Positive,0
The app kept crashing although the agent was polite.,Product,1/18/24,Neutral,0
The customer support had unexpected charges but I appreciate the follow-up.,Product,5/9/24,Positive,0
The product quality did not respond on time and it was quite frustrating.,Product,5/13/24,Negative,2
The product quality kept crashing but I appreciate the follow-up.,Delivery,5/21/24,Neutral,0
The customer support took too long to complete but eventually got resolved.,Billing,6/4/24,Positive,3
The website took too long to complete and I expected better service.,Delivery,5/31/24,Positive,1
The app did not respond on time but eventually got resolved.,Product,1/10/24,Neutral,3
The app took too long to complete which disappointed me.,Technical,5/10/24,Negative,3
The refund process kept crashing and this needs improvement.,Technical,6/27/24,Neutral,2
The website kept crashing and this needs improvement.,Billing,5/19/24,Neutral,2
The delivery was slower than expected which disappointed me.,Billing,5/18/24,Negative,1
The refund process did not respond on time but eventually got resolved.,Billing,5/24/24,Neutral,1
The website did not respond on time which disappointed me.,Technical,2/29/24,Negative,1
The website was difficult to navigate although the agent was polite.,Customer Service,5/3/24,Negative,2
The app kept crashing and it was quite frustrating.,Product,5/5/24,Negative,2
The app was not up to the mark although the agent was polite.,Delivery,4/12/24,Neutral,0
The billing kept crashing although the agent was polite.,Product,1/20/24,Neutral,0
The customer support was difficult to navigate and it was quite frustrating.,Delivery,5/16/24,Negative,2
The refund process was slower than expected although the agent was polite.,Billing,1/27/24,Negative,0
The refund process was slower than expected and I expected better service.,Delivery,3/31/24,Positive,1
The refund process was slower than expected but eventually got resolved.,Product,5/19/24,Negative,3
The refund process did not respond on time and it was quite frustrating.,Customer Service,5/6/24,Negative,1
The billing was difficult to navigate and this needs improvement.,Billing,3/9/24,Negative,2
The app did not respond on time although the agent was polite.,Customer Service,3/12/24,Neutral,1
The billing was difficult to navigate but I appreciate the follow-up.,Product,5/2/24,Negative,2
The customer support had unexpected charges and I expected better service.,Customer Service,6/25/24,Positive,1
The refund process kept crashing and it was quite frustrating.,Delivery,4/21/24,Negative,2
The delivery had unexpected charges and I expected better service.,Billing,2/4/24,Positive,1
The product quality was not up to the mark and this needs improvement.,Billing,2/2/24,Neutral,2
The website had unexpected charges although the agent was polite.,Delivery,4/12/24,Positive,0
The website was difficult to navigate which disappointed me.,Billing,2/28/24,Negative,2
The billing kept crashing but I appreciate the follow-up.,Technical,6/17/24,Neutral,0
The app did not respond on time which disappointed me.,Billing,5/15/24,Negative,1
The app did not respond on time which disappointed me.,Technical,2/24/24,Negative,1
The customer support did not respond on time and I expected better service.,Billing,4/9/24,Positive,1
The product quality kept crashing which disappointed me.,Customer Service,4/12/24,Negative,2
The website was not up to the mark but eventually got resolved.,Customer Service,4/10/24,Neutral,3
The refund process had unexpected charges and this needs improvement.,Product,6/11/24,Positive,0
The customer support was difficult to navigate although the agent was polite.,Billing,6/25/24,Negative,0
The website took too long to complete and it was quite frustrating.,Customer Service,3/9/24,Negative,3
The customer support was not up to the mark but eventually got resolved.,Customer Service,2/26/24,Neutral,3
The delivery did not respond on time and I expected better service.,Customer Service,2/22/24,Positive,1
The delivery did not respond on time and it was quite frustrating.,Technical,2/26/24,Negative,1
The customer support was difficult to navigate although the agent was polite.,Billing,1/4/24,Negative,0
The delivery was not up to the mark which disappointed me.,Billing,3/21/24,Negative,3
The product quality had unexpected charges and this needs improvement.,Billing,3/20/24,Positive,2
The delivery had unexpected charges but eventually got resolved.,Billing,1/19/24,Positive,3
The delivery had unexpected charges and this needs improvement.,Technical,4/29/24,Positive,2
The product quality had unexpected charges and I expected better service.,Delivery,4/11/24,Positive,0
The website had unexpected charges but I appreciate the follow-up.,Delivery,4/26/24,Positive,0
The app had unexpected charges and this needs improvement.,Billing,5/19/24,Positive,2
The billing was difficult to navigate and I expected better service.,Technical,5/1/24,Negative,1
The billing did not respond on time and it was quite frustrating.,Customer Service,2/24/24,Negative,1
The billing was slower than expected and this needs improvement.,Product,3/18/24,Negative,2
The refund process took too long to complete and this needs improvement.,Delivery,6/18/24,Positive,3
The delivery was not up to the mark which disappointed me.,Billing,6/3/24,Negative,3
The refund process was not up to the mark and this needs improvement.,Product,5/10/24,Neutral,2
The customer support was not up to the mark but I appreciate the follow-up.,Billing,1/26/24,Neutral,0
The website was not up to the mark but I appreciate the follow-up.,Customer Service,6/19/24,Neutral,0
The delivery did not respond on time although the agent was polite.,Product,3/4/24,Neutral,1
The billing was difficult to navigate and I expected better service.,Customer Service,6/18/24,Negative,1
The billing was not up to the mark and it was quite frustrating.,Delivery,2/12/24,Negative,2
The website took too long to complete although the agent was polite.,Billing,1/6/24,Positive,3
The billing had unexpected charges and it was quite frustrating.,Technical,2/6/24,Negative,2
The customer support had unexpected charges and it was quite frustrating.,Technical,5/18/24,Negative,0
The refund process had unexpected charges but eventually got resolved.,Technical,5/6/24,Positive,3
The billing had unexpected charges and I expected better service.,Product,4/2/24,Positive,1
The billing was not up to the mark but eventually got resolved.,Billing,5/1/24,Neutral,3
The delivery kept crashing although the agent was polite.,Delivery,6/24/24,Neutral,0
The product quality was not up to the mark and this needs improvement.,Billing,4/19/24,Neutral,2
The website had unexpected charges which disappointed me.,Delivery,1/2/24,Negative,0
The website was slower than expected and I expected better service.,Technical,6/22/24,Positive,1
The app had unexpected charges and this needs improvement.,Customer Service,3/30/24,Positive,2
The billing had unexpected charges and this needs improvement.,Customer Service,1/23/24,Positive,2
The app had unexpected charges but I appreciate the follow-up.,Customer Service,2/23/24,Positive,0
The customer support took too long to complete but eventually got resolved.,Billing,5/28/24,Positive,3
The product quality took too long to complete although the agent was polite.,Customer Service,2/9/24,Positive,0
The website did not respond on time and it was quite frustrating.,Technical,6/18/24,Negative,1
The product quality took too long to complete which disappointed me.,Product,4/21/24,Negative,3
The billing did not respond on time and I expected better service.,Delivery,5/4/24,Positive,1
The app was difficult to navigate but eventually got resolved.,Technical,6/13/24,Negative,3
The website did not respond on time although the agent was polite.,Delivery,6/29/24,Neutral,1
The delivery had unexpected charges which disappointed me.,Delivery,1/24/24,Negative,0
The customer support had unexpected charges and it was quite frustrating.,Billing,1/1/24,Negative,0
The delivery took too long to complete which disappointed me.,Product,2/23/24,Negative,3
The refund process was difficult to navigate and it was quite frustrating.,Customer Service,6/28/24,Negative,2
The product quality was difficult to navigate and I expected better service.,Customer Service,2/26/24,Negative,2
The website was slower than expected which disappointed me.,Customer Service,1/14/24,Negative,1
The customer support took too long to complete and it was quite frustrating.,Billing,5/9/24,Negative,3
The delivery was slower than expected although the agent was polite.,Customer Service,4/6/24,Negative,1
The refund process did not respond on time which disappointed me.,Technical,3/27/24,Negative,1
The billing kept crashing and it was quite frustrating.,Billing,6/14/24,Negative,2
The app was not up to the mark and I expected better service.,Technical,6/8/24,Positive,1
The delivery did not respond on time but I appreciate the follow-up.,Technical,3/31/24,Neutral,1
The billing took too long to complete but I appreciate the follow-up.,Billing,2/16/24,Positive,3
The refund process was slower than expected although the agent was polite.,Technical,1/11/24,Negative,0
The billing kept crashing and this needs improvement.,Product,4/25/24,Neutral,2
The refund process was slower than expected and it was quite frustrating.,Technical,6/18/24,Negative,1
The customer support did not respond on time but I appreciate the follow-up.,Customer Service,3/28/24,Neutral,1
The website kept crashing although the agent was polite.,Product,3/16/24,Neutral,0
The delivery was difficult to navigate and this needs improvement.,Delivery,5/9/24,Negative,2
The customer support had unexpected charges but I appreciate the follow-up.,Technical,6/25/24,Positive,0
The product quality took too long to complete and it was quite frustrating.,Delivery,3/15/24,Negative,3
The product quality kept crashing and this needs improvement.,Billing,4/23/24,Neutral,2
The refund process was slower than expected and this needs improvement.,Customer Service,3/26/24,Negative,1
The billing kept crashing and it was quite frustrating.,Billing,5/7/24,Negative,2
The delivery was not up to the mark and it was quite frustrating.,Billing,6/22/24,Negative,2
The app had unexpected charges but eventually got resolved.,Customer Service,1/13/24,Positive,3
The app was difficult to navigate which disappointed me.,Product,2/17/24,Negative,2
The website did not respond on time and this needs improvement.,Billing,3/18/24,Neutral,1
The billing kept crashing and this needs improvement.,Delivery,1/16/24,Neutral,2
The customer support took too long to complete and this needs improvement.,Product,1/10/24,Positive,3
The refund process took too long to complete but I appreciate the follow-up.,Technical,5/21/24,Positive,0
The billing was not up to the mark but eventually got resolved.,Customer Service,3/27/24,Neutral,3
The customer support was slower than expected but I appreciate the follow-up.,Product,6/28/24,Negative,0
The customer support kept crashing which disappointed me.,Product,6/8/24,Negative,3
The website did not respond on time although the agent was polite.,Billing,6/16/24,Neutral,1
The product quality did not respond on time although the agent was polite.,Billing,4/8/24,Neutral,0
The app kept crashing and I expected better service.,Delivery,5/8/24,Positive,1
The customer support kept crashing but eventually got resolved.,Customer Service,3/8/24,Neutral,3
The refund process took too long to complete and it was quite frustrating.,Delivery,2/24/24,Negative,3
The refund process was not up to the mark and this needs improvement.,Customer Service,3/11/24,Neutral,2
The product quality was slower than expected and I expected better service.,Product,1/28/24,Positive,1
The delivery was not up to the mark and this needs improvement.,Customer Service,3/7/24,Neutral,2
The app was not up to the mark and this needs improvement.,Product,1/19/24,Neutral,2
The billing took too long to complete which disappointed me.,Customer Service,6/6/24,Negative,3
The delivery took too long to complete but eventually got resolved.,Customer Service,1/21/24,Positive,3
The billing took too long to complete but I appreciate the follow-up.,Technical,3/30/24,Positive,3
The refund process kept crashing and I expected better service.,Technical,6/28/24,Positive,1
The billing was difficult to navigate which disappointed me.,Customer Service,1/3/24,Negative,2
The app was difficult to navigate and I expected better service.,Product,2/6/24,Negative,1
The customer support was slower than expected and this needs improvement.,Product,6/4/24,Negative,1
The billing had unexpected charges which disappointed me.,Customer Service,5/26/24,Negative,0
The app took too long to complete which disappointed me.,Delivery,1/12/24,Negative,3
The website took too long to complete and this needs improvement.,Customer Service,5/20/24,Positive,3
The product quality did not respond on time and this needs improvement.,Billing,2/26/24,Neutral,2
The product quality took too long to complete and I expected better service.,Customer Service,1/31/24,Positive,3
The refund process kept crashing and it was quite frustrating.,Billing,2/29/24,Negative,2
The website had unexpected charges and I expected better service.,Product,4/17/24,Positive,1
The delivery was not up to the mark and it was quite frustrating.,Technical,3/27/24,Negative,2
The app took too long to complete although the agent was polite.,Product,6/15/24,Positive,3
The delivery did not respond on time although the agent was polite.,Technical,4/13/24,Neutral,1
The customer support had unexpected charges but I appreciate the follow-up.,Technical,3/3/24,Positive,0
The product quality did not respond on time which disappointed me.,Product,4/22/24,Negative,1
The refund process was not up to the mark although the agent was polite.,Billing,6/27/24,Neutral,0
The delivery did not respond on time and I expected better service.,Product,5/13/24,Positive,1
The app was slower than expected which disappointed me.,Billing,1/8/24,Negative,1
The billing was slower than expected and it was quite frustrating.,Technical,3/27/24,Negative,1
The website did not respond on time and I expected better service.,Billing,5/17/24,Positive,1
The customer support was slower than expected and it was quite frustrating.,Customer Service,2/18/24,Negative,1
The product quality was slower than expected and I expected better service.,Delivery,5/14/24,Positive,1
The delivery was difficult to navigate but eventually got resolved.,Billing,5/18/24,Negative,3
The customer support kept crashing although the agent was polite.,Customer Service,6/29/24,Neutral,0
The product quality kept crashing but I appreciate the follow-up.,Delivery,3/8/24,Neutral,0
The app kept crashing and this needs improvement.,Customer Service,6/17/24,Neutral,2
The delivery was slower than expected which disappointed me.,Delivery,5/20/24,Negative,1
The website was not up to the mark and it was quite frustrating.,Technical,1/2/24,Negative,2
The app was not up to the mark and it was quite frustrating.,Delivery,6/13/24,Negative,2
The website was difficult to navigate but I appreciate the follow-up.,Technical,4/11/24,Negative,2
The delivery took too long to complete and I expected better service.,Delivery,5/23/24,Positive,1
The billing was not up to the mark and I expected better service.,Delivery,6/19/24,Positive,1
The delivery had unexpected charges which disappointed me.,Billing,2/27/24,Negative,0
The website was difficult to navigate which disappointed me.,Product,4/20/24,Negative,2
The refund process kept crashing and this needs improvement.,Product,5/15/24,Neutral,2
The product quality was not up to the mark and I expected better service.,Product,3/15/24,Positive,1
The refund process kept crashing which disappointed me.,Billing,6/26/24,Negative,3
The billing had unexpected charges and it was quite frustrating.,Product,4/19/24,Negative,2
The refund process kept crashing and it was quite frustrating.,Delivery,2/22/24,Negative,2
The delivery kept crashing but I appreciate the follow-up.,Technical,4/6/24,Neutral,0
The delivery kept crashing and I expected better service.,Technical,1/8/24,Positive,1
The customer support was slower than expected although the agent was polite.,Billing,4/5/24,Negative,0
The delivery took too long to complete and it was quite frustrating.,Customer Service,3/18/24,Negative,3
The delivery was slower than expected and it was quite frustrating.,Delivery,6/23/24,Negative,1
The customer support was not up to the mark although the agent was polite.,Product,5/11/24,Neutral,0
The customer support was slower than expected although the agent was polite.,Product,4/28/24,Negative,0
The website took too long to complete and this needs improvement.,Customer Service,5/9/24,Positive,3
The customer support did not respond on time and it was quite frustrating.,Delivery,6/24/24,Negative,1
The app was slower than expected which disappointed me.,Product,6/9/24,Negative,1
The delivery did not respond on time although the agent was polite.,Product,5/30/24,Neutral,1
The refund process was not up to the mark and this needs improvement.,Technical,2/22/24,Neutral,2
The website kept crashing but I appreciate the follow-up.,Technical,2/15/24,Neutral,0
The refund process had unexpected charges and I expected better service.,Product,1/26/24,Positive,1
The app kept crashing and this needs improvement.,Technical,4/28/24,Neutral,2
The customer support was difficult to navigate although the agent was polite.,Customer Service,4/21/24,Negative,0
The refund process took too long to complete but eventually got resolved.,Product,4/6/24,Positive,3
The website took too long to complete although the agent was polite.,Billing,2/12/24,Positive,3
The app did not respond on time and I expected better service.,Delivery,5/27/24,Positive,1
The customer support took too long to complete and it was quite frustrating.,Billing,2/11/24,Negative,3
The delivery was difficult to navigate and it was quite frustrating.,Billing,4/29/24,Negative,2
The refund process took too long to complete and this needs improvement.,Billing,1/27/24,Positive,3
The app was difficult to navigate although the agent was polite.,Customer Service,3/11/24,Negative,2
The product quality took too long to complete although the agent was polite.,Technical,2/4/24,Positive,0
The refund process was not up to the mark although the agent was polite.,Technical,4/11/24,Neutral,0
The customer support kept crashing although the agent was polite.,Delivery,2/8/24,Neutral,0
The customer support did not respond on time but I appreciate the follow-up.,Product,1/11/24,Neutral,1
The billing took too long to complete but eventually got resolved.,Customer Service,2/11/24,Positive,3
The billing did not respond on time although the agent was polite.,Technical,2/29/24,Neutral,1
The app was difficult to navigate but eventually got resolved.,Delivery,5/15/24,Negative,3
The refund process had unexpected charges and this needs improvement.,Delivery,1/29/24,Positive,0
The refund process was difficult to navigate and I expected better service.,Billing,4/14/24,Negative,1
The product quality was slower than expected and I expected better service.,Billing,2/8/24,Positive,1
The product quality had unexpected charges and I expected better service.,Customer Service,3/6/24,Positive,0
The product quality was slower than expected which disappointed me.,Delivery,5/11/24,Negative,1
The app did not respond on time and it was quite frustrating.,Product,6/8/24,Negative,1
The website had unexpected charges although the agent was polite.,Delivery,2/16/24,Positive,0
The product quality had unexpected charges and it was quite frustrating.,Delivery,5/18/24,Negative,2
The customer support was slower than expected but I appreciate the follow-up.,Technical,5/8/24,Negative,0
The billing was not up to the mark and I expected better service.,Technical,5/22/24,Positive,1
The product quality took too long to complete but I appreciate the follow-up.,Delivery,6/22/24,Positive,0
The app kept crashing and it was quite frustrating.,Billing,6/12/24,Negative,2
The customer support was slower than expected and I expected better service.,Delivery,3/22/24,Positive,1
The delivery was difficult to navigate and it was quite frustrating.,Delivery,2/1/24,Negative,2
The delivery was not up to the mark which disappointed me.,Billing,5/8/24,Negative,3
The app took too long to complete but eventually got resolved.,Billing,1/9/24,Positive,3
The website was slower than expected which disappointed me.,Customer Service,4/24/24,Negative,1
The app took too long to complete although the agent was polite.,Product,5/23/24,Positive,3
The refund process kept crashing and this needs improvement.,Delivery,6/28/24,Neutral,2
The app kept crashing which disappointed me.,Customer Service,3/15/24,Negative,3
The app was not up to the mark and this needs improvement.,Technical,1/22/24,Neutral,2
The website had unexpected charges and it was quite frustrating.,Product,6/14/24,Negative,2
The refund process had unexpected charges but I appreciate the follow-up.,Technical,2/25/24,Positive,0
The app had unexpected charges but I appreciate the follow-up.,Delivery,2/10/24,Positive,0
The product quality was slower than expected and it was quite frustrating.,Billing,5/6/24,Negative,2
The app did not respond on time and I expected better service.,Customer Service,1/18/24,Positive,1
The billing kept crashing although the agent was polite.,Billing,1/9/24,Neutral,0
The website had unexpected charges and I expected better service.,Product,1/31/24,Positive,1
The app took too long to complete and I expected better service.,Product,5/7/24,Positive,1
The delivery was difficult to navigate but eventually got resolved.,Technical,3/4/24,Negative,3
The website did not respond on time but eventually got resolved.,Customer Service,1/7/24,Neutral,1
The app was difficult to navigate and it was quite frustrating.,Customer Service,6/11/24,Negative,2
The billing was slower than expected although the agent was polite.,Delivery,6/3/24,Negative,0
The customer support was slower than expected which disappointed me.,Billing,3/26/24,Negative,1
The delivery kept crashing and this needs improvement.,Billing,2/5/24,Neutral,2
The product quality kept crashing which disappointed me.,Product,3/3/24,Negative,2
The delivery did not respond on time but eventually got resolved.,Customer Service,5/5/24,Neutral,3
The billing was difficult to navigate but eventually got resolved.,Product,6/5/24,Negative,3
The delivery had unexpected charges but eventually got resolved.,Product,1/17/24,Positive,3
The billing was difficult to navigate but I appreciate the follow-up.,Delivery,6/11/24,Negative,2
The refund process took too long to complete and I expected better service.,Delivery,6/7/24,Positive,1
The product quality was difficult to navigate and this needs improvement.,Delivery,3/8/24,Negative,2
The customer support had unexpected charges but eventually got resolved.,Delivery,5/29/24,Positive,3
The refund process did not respond on time and I expected better service.,Product,5/29/24,Positive,1
The customer support kept crashing although the agent was polite.,Product,4/13/24,Neutral,0
The product quality was difficult to navigate but eventually got resolved.,Billing,3/5/24,Negative,3
The delivery was difficult to navigate but I appreciate the follow-up.,Billing,3/18/24,Negative,2
The product quality was slower than expected and it was quite frustrating.,Technical,4/3/24,Negative,2
The delivery did not respond on time which disappointed me.,Technical,6/27/24,Negative,1
The refund process did not respond on time but eventually got resolved.,Technical,4/19/24,Neutral,1
The website kept crashing and this needs improvement.,Product,6/12/24,Neutral,2
The product quality was slower than expected which disappointed me.,Customer Service,1/10/24,Negative,1
The product quality did not respond on time but I appreciate the follow-up.,Technical,3/6/24,Neutral,0
The customer support was difficult to navigate and this needs improvement.,Technical,6/24/24,Negative,2
The delivery was not up to the mark although the agent was polite.,Delivery,1/26/24,Neutral,0
The customer support was difficult to navigate although the agent was polite.,Billing,1/13/24,Negative,0
The product quality was difficult to navigate although the agent was polite.,Billing,6/13/24,Negative,2
The delivery kept crashing although the agent was polite.,Technical,1/26/24,Neutral,0
The billing was slower than expected and it was quite frustrating.,Technical,3/5/24,Negative,1
The website did not respond on time and this needs improvement.,Product,3/17/24,Neutral,1
The customer support did not respond on time and this needs improvement.,Delivery,5/19/24,Neutral,1
The website took too long to complete which disappointed me.,Billing,1/16/24,Negative,3
The refund process did not respond on time but eventually got resolved.,Billing,3/28/24,Neutral,1
The product quality had unexpected charges which disappointed me.,Technical,1/13/24,Negative,0
The customer support kept crashing and it was quite frustrating.,Technical,5/12/24,Negative,2
The website kept crashing although the agent was polite.,Technical,3/11/24,Neutral,0
The app was not up to the mark and it was quite frustrating.,Technical,4/9/24,Negative,2
The refund process took too long to complete but I appreciate the follow-up.,Billing,6/5/24,Positive,0
The product quality did not respond on time and this needs improvement.,Delivery,2/28/24,Neutral,2
The delivery was difficult to navigate but I appreciate the follow-up.,Billing,3/23/24,Negative,2
The billing was difficult to navigate although the agent was polite.,Product,5/24/24,Negative,2
The app kept crashing which disappointed me.,Billing,5/21/24,Negative,3
The website was difficult to navigate but I appreciate the follow-up.,Technical,3/30/24,Negative,2
The website did not respond on time but eventually got resolved.,Product,2/4/24,Neutral,1
The refund process had unexpected charges although the agent was polite.,Technical,2/25/24,Positive,0
The refund process was not up to the mark although the agent was polite.,Technical,3/17/24,Neutral,0
The website had unexpected charges but eventually got resolved.,Customer Service,6/4/24,Positive,3
The delivery did not respond on time but eventually got resolved.,Delivery,6/10/24,Neutral,3
The app kept crashing and this needs improvement.,Product,3/24/24,Neutral,2
The app had unexpected charges and I expected better service.,Customer Service,5/19/24,Positive,1
The billing was not up to the mark and this needs improvement.,Delivery,3/11/24,Neutral,2
The app was not up to the mark but I appreciate the follow-up.,Product,1/19/24,Neutral,0
The website was not up to the mark which disappointed me.,Billing,4/20/24,Negative,3
The website took too long to complete although the agent was polite.,Billing,4/6/24,Positive,3
The website took too long to complete and this needs improvement.,Delivery,6/19/24,Positive,3
The delivery did not respond on time and it was quite frustrating.,Delivery,2/17/24,Negative,1
The delivery was difficult to navigate but eventually got resolved.,Delivery,1/5/24,Negative,3
The billing was not up to the mark and this needs improvement.,Billing,4/26/24,Neutral,2
The delivery kept crashing and it was quite frustrating.,Product,6/19/24,Negative,2
The app kept crashing but eventually got resolved.,Delivery,6/23/24,Neutral,3
The billing kept crashing which disappointed me.,Technical,4/3/24,Negative,3
The billing did not respond on time but eventually got resolved.,Customer Service,3/9/24,Neutral,3
The customer support took too long to complete but eventually got resolved.,Billing,3/22/24,Positive,3
The website was difficult to navigate and this needs improvement.,Billing,4/14/24,Negative,2
The delivery was difficult to navigate and I expected better service.,Product,2/18/24,Negative,1
The billing did not respond on time and it was quite frustrating.,Customer Service,3/6/24,Negative,1
The customer support was not up to the mark and this needs improvement.,Technical,4/18/24,Neutral,2
The app did not respond on time and it was quite frustrating.,Customer Service,3/25/24,Negative,1
The delivery kept crashing although the agent was polite.,Billing,3/18/24,Neutral,0
The customer support was difficult to navigate which disappointed me.,Billing,3/6/24,Negative,3
The delivery had unexpected charges but I appreciate the follow-up.,Technical,3/1/24,Positive,0
The product quality was difficult to navigate but eventually got resolved.,Delivery,3/1/24,Negative,3
The website kept crashing which disappointed me.,Billing,2/29/24,Negative,3
The app did not respond on time and this needs improvement.,Product,6/26/24,Neutral,1
The billing was not up to the mark which disappointed me.,Product,6/23/24,Negative,3
The product quality had unexpected charges but eventually got resolved.,Product,3/2/24,Positive,3
The billing had unexpected charges and I expected better service.,Delivery,6/11/24,Positive,1
The website had unexpected charges and this needs improvement.,Product,5/27/24,Positive,2
The billing was not up to the mark but I appreciate the follow-up.,Product,5/17/24,Neutral,0
The product quality had unexpected charges but eventually got resolved.,Delivery,4/19/24,Positive,3
The app did not respond on time but eventually got resolved.,Billing,4/5/24,Neutral,3
The app kept crashing but eventually got resolved.,Delivery,6/19/24,Neutral,3
The product quality had unexpected charges and I expected better service.,Technical,2/27/24,Positive,0
The app had unexpected charges which disappointed me.,Product,6/4/24,Negative,0
The app had unexpected charges but eventually got resolved.,Billing,3/15/24,Positive,3
The billing had unexpected charges but eventually got resolved.,Delivery,4/16/24,Positive,3
The billing kept crashing which disappointed me.,Customer Service,3/2/24,Negative,3
